E0000046|A-1|A1|
E0008791|analyzer|analyser|
E0008794|analytical|analytic|
E0008796|analysable|analyzable|
E0008797|analyse|analyze|
E0008810|anancastic personality|anankastic personality|
E0008811|anapaest|anapest|
E0008822|anaphylotoxin|anaphylatoxin|
E0008833|anarchical|anarchic|
E0008850|anatomic|anatomical|
E0008878|anconal|anconeal|
E0008879|anconal bursa|anconeal bursa|
E0008888|anckylostomiasis|ancylostomiasis|
E0008911|adrophile|androphilous|
E0008920|anaemia|anemia|
E0008935|anaesthesia|anesthesia|
E0008937|anaesthesiologist|anesthesiologist|
E0008938|anaesthesiology|anesthesiology|
E0008941|anaesthetic ether|anesthetic ether|
E0008943|anaesthetist|anesthetist|
E0008944|anoestrus|anestrus|
E0008949|aneurine|aneurin|
E0008951|aneurism|aneurysm|
E0008952|aneurismal|aneurysmal|
E0008959|angelical|angelic|
E0008965|angioectatic|angiectatic|
E0008966|angitis|angiitis|
E0008986|angio-follicular|angiofollicular|
E0008998|angio-immunoblastic lymphadenopathy|angioimmunoblastic lymphadenopathy|
E0008999|angio-invasive|angioinvasive|
E0009018|angio-neurotic|angioneurotic|
E0009020|angio-neurotic edema|angioneurotic edema|
E0009020|angio-neurotic oedema|angioneurotic edema|
E0009020|angioneurotic oedema|angioneurotic edema|
E0009021|angio-occlusive|angioocclusive|
E0009028|angio-sarcoma|angiosarcoma|
E0009042|angiotensinamide|angiotensin amide|
E0009043|angiotensin-converting enzyme|angiotensin converting enzyme|
E0009044|angiotensin-converting enzyme inhibitor|angiotensin converting enzyme inhibitor|
E0009047|angiotropic|angiotrophic|
E0009053|anglicisation|anglicization|
E0009054|anglicise|anglicize|
E0009078|anhydrosis|anhidrosis|
E0009078|anidrosis|anhidrosis|
E0009079|anidrotic|anhidrotic|
E0009079|antihidrotic|anhidrotic|
E0009140|anchylosing spondylitis|ankylosing spondylitis|
E0009141|anchylosis|ankylosis|
E0009149|annexe|annex|
E0009150|annexe|annex|
E0009210|ano-rectal|anorectal|
E0009225|aosmic|anosmic|
E0009253|antiacid|antacid|
E0009254|antiacid|antacid|
E0009258|antagonisation|antagonization|
E0009259|antagonise|antagonize|
E0009272|ante-bellum|antebellum|
E0009289|ante partum|antepartum|
E0009289|ante-partum|antepartum|
E0009299|anteriour|anterior|
E0009304|anterior choroid artery|anterior choroidal artery|
E0009339|antero-external|anteroexternal|
E0009342|antero-inferior|anteroinferior|
E0009344|antero-lateral|anterolateral|
E0009349|antero-posterior|anteroposterior|
E0009351|antero-septal|anteroseptal|
E0009362|anthelminthic|anthelmintic|
E0009362|antihelmintic|anthelmintic|
E0009375|anthrasilicosis|anthracosilicosis|
E0009389|anthropologic|anthropological|
E0009403|antiamoebic|antiamebic|
E0009404|antiamoebic|antiamebic|
E0009405|antianaemic|antianemic|
E0009406|antianaemic|antianemic|
E0009413|antarthritic|antiarthritic|
E0009449|anticholesterolemic|anticholesteremic|
E0009450|anticholesterolemic|anticholesteremic|
E0009475|anti-diarrheal|antidiarrheal|
E0009475|anti-diarrhoeal|antidiarrheal|
E0009475|antidiarrhoeal|antidiarrheal|
E0009476|anti-diarrheal|antidiarrheal|
E0009476|anti-diarrhoeal|antidiarrheal|
E0009476|antidiarrhoeal|antidiarrheal|
E0009496|antemetic|antiemetic|
E0009497|antemetic|antiemetic|
E0009502|antioestrogen|antiestrogen|
E0009503|antioestrogen|antiestrogen|
E0009517|anti-fungal|antifungal|
E0009518|anti-fungal|antifungal|
E0009523|antigenemic|antigenaemic|
E0009524|antigenaemia|antigenemia|
E0009531|antigen antibody complex|antigen-antibody complex|
E0009541|anti-helix|antihelix|
E0009543|antihaemophilic factor|antihemophilic factor|
E0009545|anthemorrhagic|antihemorrhagic|
E0009546|anthemorrhagic|antihemorrhagic|
E0009547|anti-histamine|antihistamine|
E0009565|anthysteric|antihysteric|
E0009566|anthysteric|antihysteric|
E0009567|anti-idiotype|antiidiotype|
E0009573|antiketogenic|antiketogenetic|
E0009582|antilipaemic|antilipemic|
E0009583|antilipaemic|antilipemic|
E0009638|antodontalgic|antiodontalgic|
E0009651|antiparkinson|antiparkinsonian|
E0009674|anti-platelet|antiplatelet|
E0009693|antipyrin|antipyrine|
E0009706|anti-rheumatic|antirheumatic|
E0009707|anti-rheumatic|antirheumatic|
E0009709|anti-scabietic|antiscabietic|
E0009710|anti-scabietic|antiscabietic|
E0009720|antisepticise|antisepticize|
E0009749|antithetic|antithetical|
E0009752|anti-thrombotic|antithrombotic|
E0009753|anti-thrombotic|antithrombotic|
E0009754|anti-thymocyte globulin|antithymocyte globulin|
E0009755|anti-thyroid|antithyroid|
E0009784|antivenin|antivenom|
E0009793|anti-d|anti-D|
E0009794|anti HBc|anti-HBc|
E0009794|anti-hbc|anti-HBc|
E0009795|anti-hbs|anti-HBs|
E0009798|anticomplement|anti-complement|
E0009804|anti infective|anti-infective|
E0009804|antiinfective|anti-infective|
E0009805|anti infective|anti-infective|
E0009805|antiinfective|anti-infective|
E0009808|antisense|anti-sense|
E0009810|anti-treponemal|anti-treponema|
E0009811|anti-treponemal|anti-treponema|
E0009812|anti-tumour|anti-tumor|
E0009812|antitumor|anti-tumor|
E0009812|antitumour|anti-tumor|
E0009828|annuloplasty|anuloplasty|
E0009877|aorto-caval|aortocaval|
E0009878|aorto-coronary|aortocoronary|
E0009881|aorto-pulmonary|aortopulmonary|
E0009910|aphacic|aphakic|
E0009911|aphacic|aphakic|
E0009925|aphaeresis|apheresis|
E0009938|aptha|aphtha|
E0009968|aplastic anaemia|aplastic anemia|
E0009971|apnoea|apnea|
E0009972|apnoeic|apneic|
E0009999|apolopoprotein A-1|apolipoprotein A-I|
E0009999|apolopoprotein AI|apolipoprotein A-I|
E0010000|apolipoprotein AII|apolipoprotein A-II|
E0010001|apolipoprotein AIII|apolipoprotein A-III|
E0010002|apolipoprotein AIV|apolipoprotein A-IV|
E0010004|apolipoprotein B 100|apolipoprotein B-100|
E0010014|apologise|apologize|
E0010026|apophysial|apophyseal|
E0010048|apostatise|apostatize|
E0010056|APOA1|apo-A-I|
E0010056|apoA-I|apo-A-I|
E0010056|apoAI|apo-A-I|
E0010057|APOA4|apo-A-IV|
E0010057|apoA-IV|apo-A-IV|
E0010057|apoAIV|apo-A-IV|
E0010058|APOC3|apo-C-III|
E0010058|apoC-III|apo-C-III|
E0010058|apoCIII|apo-C-III|
E0010059|appall|appal|
E0010062|apanange|appanage|
E0010082|appendicial|appendiceal|
E0010133|apprize|apprise|
E0010151|apraxic|apractic|
E0010156|a propos|apropos|
E0010157|a propos|apropos|
E0010194|aquaeduct|aqueduct|
E0010251|AraC|ara-C|
E0010251|ara C|ara-C|
E0010251|araC|ara-C|
E0010258|arbour|arbor|
E0010278|archeological|archaeological|
E0010279|archeology|archaeology|
E0010286|archeocinetic|archeokinetic|
E0010287|archaeologist|archeologist|
E0010309|arcate|arcuate|
E0010318|ardor|ardour|
E0010329|arecholin|arecholine|
E0010330|arecolin|arecoline|
E0010374|argiprestocine|argiprestocin|
E0010386|argyrophile|argyrophilic|
E0010386|argyrophilous|argyrophilic|
E0010386|argyrophil|argyrophilic|
E0010399|arithmetic|arithmetical|
E0010409|armine|armin|
E0010410|armour|armor|
E0010411|armored|armoured|
E0010412|arms race|arms-race|
E0010426|round|around|
E0010427|round|around|
E0010475|d'arsonvalization|arsonvalization|
E0010478|artifact|artefact|
E0010483|arterialisation|arterialization|
E0010484|arterialise|arterialize|
E0010502|arteriolonecrosis|arteriolar necrosis|
E0010523|arterio-venous|arteriovenous|
E0010526|arterio-venous fistula|arteriovenous fistula|
E0010568|arthus' phenomenon|arthus phenomenon|
E0010644|aryl sulphonate|aryl sulfonate|
E0010644|aryl-sulfonate|aryl sulfonate|
E0010644|aryl-sulphonate|aryl sulfonate|
E0010644|arylsulfonate|aryl sulfonate|
E0010644|arylsulphonate|aryl sulfonate|
E0010645|aryl sulphotransferase|aryl sulfotransferase|
E0010645|arylsulfotransferase|aryl sulfotransferase|
E0010645|arylsulphotransferase|aryl sulfotransferase|
E0010646|aryl sulphotransferase IV|aryl sulfotransferase IV|
E0010646|arylsulfotransferase IV|aryl sulfotransferase IV|
E0010646|arylsulphotransferase IV|aryl sulfotransferase IV|
E0010647|aryepiglottic|arytenoepiglottic|
E0010647|aryepiglottidean|arytenoepiglottic|
E0010654|asafoetida|asafetida|
E0010654|assafetida|asafetida|
E0010654|assafoetida|asafetida|
E0010659|ascariosis|ascariasis|
E0010666|ascendency|ascendancy|
E0010667|ascendent|ascendant|
E0010745|aspartate aminotransferase isozyme|aspartate aminotransferase isoenzyme|
E0010898|astigmic|astigmatic|
E0010922|astrocinetic|astrokinetic|
E0010936|asymmetrical|asymmetric|
E0010943|asynergia|asynergy|
E0010944|asystolia|asystole|
E0010952|ataxic|atactic|
E0010954|ataraxic|ataractic|
E0010955|ataraxic|ataractic|
E0010957|atavic|atavistic|
E0010962|ataxia-telangiectasia|ataxia telangiectasia|
E0010986|athero-sclerotic|atherosclerotic|
E0010987|athero-thrombotic|atherothrombotic|
E0010997|atreptic|athreptic|
E0011004|atlanto-occipital|atlantooccipital|
E0011020|atomisation|atomization|
E0011021|atomise|atomize|
E0011044|atresic|atretic|
E0011054|atrio-ventricular node|atrioventricular node|
E0011064|atropic|atrophic|
E0011086|atropism|atropinism|
E0011129|attitudinise|attitudinize|
E0011166|audiologic|audiological|
E0011169|audiometrical|audiometric|
E0011172|audio-visual|audiovisual|
E0011173|audio-visual|audiovisual|
E0011174|audio-frequency|audio frequency|
E0011174|audiofrequency|audio frequency|
E0011219|auriculo-cranial|auriculocranial|
E0011220|auriculo-parietal index|auriculoparietal index|
E0011221|auriculo-temporal|auriculotemporal|
E0011222|auriculo-temporal syndrome|auriculotemporal syndrome|
E0011223|auriculo-vertical index|auriculovertical index|
E0011227|aurin tricarboxylic acid|aurintricarboxylic acid|
E0011246|autoarchy|autarky|
E0011261|authorisation|authorization|
E0011262|authorise|authorize|
E0011277|autobiographical|autobiographic|
E0011308|autoimmune haemolytic anaemia|autoimmune hemolytic anemia|
E0011319|autocytolytic|autolytic|
E0011320|autolise|autolyze|
E0011367|autosterilisation|autosterilization|
E0011380|autoxidise|autoxidize|
E0011381|auto-oxidise|auto-oxidize|
E0011381|autooxidise|auto-oxidize|
E0011381|autooxidize|auto-oxidize|
E0011387|auxilliary|auxiliary|
E0011388|auxilliary|auxiliary|
E0011397|Av|av|
E0011419|avianisation|avianization|
E0011420|avianise|avianize|
E0011463|awe-struck|awe-stricken|
E0011471|ax|axe|
E0011472|ax|axe|
E0011477|axofugal|axifugal|
E0011518|axo-axonic|axoaxonic|
E0011519|axo-dendritic|axodendritic|
E0011522|axone|axon|
E0011527|axo-somatic|axosomatic|
E0011528|axotomisation|axotomization|
E0011529|axotomise|axotomize|
E0011534|azacitidine|azacytidine|
E0011538|azeserine|azaserine|
E0011566|azotaemia|azotemia|
E0011586|azygous|azygos|
E0011597|ba|baa|
E0011598|ba|baa|
E0011604|babesiasis|babesiosis|
E0011617|baby talk|baby-talk|
E0011618|baby tooth|baby-tooth|
E0011620|baccara|baccarat|
E0011633|bacillogenic|bacilligenic|
E0011665|backhand|backhanded|
E0011666|backhand|backhanded|
E0011684|back stroke|back-stroke|
E0011684|backstroke|back-stroke|
E0011685|baclophen|baclofen|
E0011687|bacteraemia|bacteremia|
E0011687|bacteriemia|bacteremia|
E0011692|bacterial aneurism|bacterial aneurysm|
E0011737|bacteriological|bacteriologic|
E0011746|bacterio-phage|bacteriophage|
E0011755|bacterio-rhodopsin|bacteriorhodopsin|
E0011813|balano-posthitis|balanoposthitis|
E0011814|balano-preputial|balanopreputial|
E0011816|balantidiosis|balantidiasis|
E0011825|bail|bale|
E0011826|bail|bale|
E0011829|baulk|balk|
E0011830|baulk|balk|
E0011857|boloney|baloney|
E0011861|bametan|bamethan|
E0011881|band III protein|band 3 protein|
E0011908|baptise|baptize|
E0011931|barefooted|barefoot|
E0011932|barefooted|barefoot|
E0011952|barium sulphate|barium sulfate|
E0011956|barleycorn|barley-corn|
E0011957|barley sugar|barley-sugar|
E0011963|baro-denervation|barodenervation|
E0011970|baro-receptor|baroreceptor|
E0011971|baro-reflex|baroreflex|
E0011974|baro-trauma|barotrauma|
E0012034|basepair|base pair|
E0012038|base line|base-line|
E0012038|baseline|base-line|
E0012051|basic aluminum sucrose sulphate|basic aluminum sucrose sulfate|
E0012088|baso-lateral|basolateral|
E0012092|basiphilic|basophilic|
E0012092|basophile|basophilic|
E0012092|basophilous|basophilic|
E0012150|bay k virus|bay K virus|
E0012151|BCR|bcr|
E0012179|beaten-up|beat-up|
E0012201|bed bug|bedbug|
E0012219|bedsore|bed sore|
E0012255|behaviour|behavior|
E0012256|behavioural|behavioral|
E0012263|behaviourism|behaviorism|
E0012274|behove|behoove|
E0012368|benorylate|benorilate|
E0012371|bensulphamide|bensulfamide|
E0012385|benzamsulphonamide|benzamsulfonamide|
E0012390|benzbromaron|benzbromarone|
E0012392|benzenemethanesulphonyl fluoride|benzenemethanesulfonyl fluoride|
E0012393|benzenesulphonate|benzenesulfonate|
E0012406|benzin|benzine|
E0012412|benzodiazepin|benzodiazepine|
E0012414|benzodiazepine tranquiliser|benzodiazepine tranquilizer|
E0012428|benzoapyrene|benzopyrene|
E0012454|benzidamine|benzydamine|
E0012459|benzyl penicillin|benzylpenicillin|
E0012480|beri-beri|beriberi|
E0012522|beta dexamethasone|betadexamethasone|
E0012522|beta-dexamethasone|betadexamethasone|
E0012525|betahistine methanesulfonate|betahistine methanesulphonate|
E0012539|beta-1 interferon|beta 1-interferon|
E0012543|beta 2 transferrin|beta 2-transferrin|
E0012548|beta-carotene|beta carotene|
E0012548|betacarotene|beta carotene|
E0012551|beta-globulin|beta globulin|
E0012552|beta-hexosaminidase|beta hexosaminidase|
E0012553|beta ketoacyl synthetase|beta keto acyl synthetase|
E0012553|beta-ketoacyl synthetase|beta keto acyl synthetase|
E0012554|beta-lactamase III|beta lactamase III|
E0012557|beta-lipoprotein cholesterol|beta lipoprotein cholesterol|
E0012564|beta-sialoglycoprotein|beta sialoglycoprotein|
E0012565|beta-trace protein|beta trace protein|
E0012566|beta-transducin|beta transducin|
E0012569|beta 1 globin|beta-1 globin|
E0012573|beta 2 thromboglobulin|beta-2 thromboglobulin|
E0012575|beta CGRP|beta-CGRP|
E0012579|beta acetyldigoxin|beta-acetyldigoxin|
E0012581|beta actinin|beta-actinin|
E0012584|beta alanine|beta-alanine|
E0012586|beta alanylhistidine|beta-alanylhistidine|
E0012588|beta aminopropionitrile|beta-aminopropionitrile|
E0012589|beta amylase|beta-amylase|
E0012593|beta bungarotoxin|beta-bungarotoxin|
E0012594|beta carboline|beta-carboline|
E0012596|beta casein|beta-casein|
E0012597|beta casomorphin|beta-casomorphin|
E0012598|beta cell adenoma|beta-cell adenoma|
E0012600|beta chloralose|beta-chloralose|
E0012601|beta cholestanol|beta-cholestanol|
E0012602|beta crystallin|beta-crystallin|
E0012605|beta cyclodextrin|beta-cyclodextrin|
E0012610|beta ecdysone|beta-ecdysone|
E0012611|beta endorphin|beta-endorphin|
E0012612|beta endorphin receptor|beta-endorphin receptor|
E0012613|beta endosulfan|beta-endosulfan|
E0012613|beta endosulphan|beta-endosulfan|
E0012613|beta-endosulphan|beta-endosulfan|
E0012614|beta enolase|beta-enolase|
E0012615|beta aescin|beta-escin|
E0012615|beta escin|beta-escin|
E0012615|beta-aescin|beta-escin|
E0012616|beta fibrinogenase|beta-fibrinogenase|
E0012617|beta fibrogenase|beta-fibrogenase|
E0012618|beta galactosidase|beta-galactosidase|
E0012622|beta galactoside|beta-galactoside|
E0012623|beta globin|beta-globin|
E0012624|beta glucocerebrosidase|beta-glucocerebrosidase|
E0012626|beta glucuronidase|beta-glucuronidase|
E0012627|beta-hemolytic|beta-haemolytic|
E0012628|beta heparin|beta-heparin|
E0012635|beta hydroxyphenethylamine|beta-hydroxyphenethylamine|
E0012637|beta hypophamine|beta-hypophamine|
E0012638|beta interferon|beta-interferon|
E0012639|beta isosparteine|beta-isosparteine|
E0012640|beta kallikrein|beta-kallikrein|
E0012642|beta keratin|beta-keratin|
E0012643|beta ketothiolase|beta-ketothiolase|
E0012646|beta lactamase|beta-lactamase|
E0012649|beta lactam antibiotic|beta-lactam antibiotic|
E0012650|beta lactoglobulin|beta-lactoglobulin|
E0012661|beta lumicolchicine|beta-lumicolchicine|
E0012662|beta melanotropin|beta-melanotropin|
E0012663|beta mercaptoethylamine|beta-mercaptoethylamine|
E0012664|beta mercaptopropionate|beta-mercaptopropionate|
E0012665|beta mercaptopropionic acid|beta-mercaptopropionic acid|
E0012666|beta methyldigoxin|beta-methyldigoxin|
E0012667|beta naphthylamine|beta-naphthylamine|
E0012674|beta phenylethanol|beta-phenylethanol|
E0012675|beta phenylethanolamine|beta-phenylethanolamine|
E0012676|beta phenylethylhydrazine|beta-phenylethylhydrazine|
E0012678|beta propiolactone|beta-propiolactone|
E0012679|beta pyridylcarbinol|beta-pyridylcarbinol|
E0012680|beta receptor|beta-receptor|
E0012684|beta spectrin|beta-spectrin|
E0012687|beta sulfoalanine|beta-sulfoalanine|
E0012687|beta sulphoalanine|beta-sulfoalanine|
E0012687|beta-sulphoalanine|beta-sulfoalanine|
E0012688|beta thalassaemia|beta-thalassemia|
E0012688|beta thalassemia|beta-thalassemia|
E0012688|beta-thalassaemia|beta-thalassemia|
E0012689|beta thionase|beta-thionase|
E0012690|beta thrombin|beta-thrombin|
E0012691|beta thromboglobulin|beta-thromboglobulin|
E0012692|beta tocopherol|beta-tocopherol|
E0012693|beta tropomyosin|beta-tropomyosin|
E0012694|beta trypsin|beta-trypsin|
E0012695|beta tubulin|beta-tubulin|
E0012697|beta tyrosinase|beta-tyrosinase|
E0012698|beta urogastrone|beta-urogastrone|
E0012699|beta-very-low-density lipoprotein|beta-very low density lipoprotein|
E0012713|better|bettor|
E0012774|bicipitoradialis bursa|bicipitoradial bursa|
E0012778|bicornate|bicornuate|
E0012812|bifurcate|bifurcated|
E0012824|big head|bighead|
E0012861|bilge water|bilge-water|
E0012899|bilirubinaemia|bilirubinemia|
E0012964|binucleated|binucleate|
E0012967|bio-active|bioactive|
E0012971|bio-assay|bioassay|
E0012972|bio-assay|bioassay|
E0012974|bio-availability|bioavailability|
E0012977|bio-chemical|biochemical|
E0012978|bio-chemical|biochemical|
E0013004|bio-equivalence|bioequivalence|
E0013005|bio-equivalent|bioequivalent|
E0013018|biographical|biographic|
E0013023|bio-impedance|bioimpedance|
E0013026|biologic|biological|
E0013081|bio-polymer|biopolymer|
E0013101|bio-synthetic|biosynthetic|
E0013110|biomedical|bio-medical|
E0013153|birdpox|bird pox|
E0013157|bi-refringence|birefringence|
E0013164|birth-control|birth control|
E0013177|birthweight|birth weight|
E0013211|bisulphite reductase|bisulfite reductase|
E0013266|black water fever|blackwater fever|
E0013315|blastocelic|blastocoelic|
E0013323|blastogenetic|blastogenic|
E0013388|blepharo conjunctivitis|blepharoconjunctivitis|
E0013388|blepharo-conjunctivitis|blepharoconjunctivitis|
E0013392|blepharo-spasm|blepharospasm|
E0013399|blather|blether|
E0013400|blather|blether|
E0013434|block|bloc|
E0013442|blonde|blond|
E0013443|blonde|blond|
E0013510|bloodstream|blood stream|
E0013527|blood aqueous barrier|blood-aqueous barrier|
E0013535|bloodletting|blood-letting|
E0013538|blood pressure|blood-pressure|
E0013540|blood testis barrier|blood-testis barrier|
E0013565|blue oedema|blue edema|
E0013607|bobwhite|bob white|
E0013628|body-rocking|body rocking|
E0013637|bodyweight|body weight|
E0013717|bone metabolism|bone-metabolism|
E0013793|borscht|borsch|
E0013793|borshcht|borsch|
E0013899|brachio-facial paralysis|brachiofacial paralysis|
E0013912|brachy-therapy|brachytherapy|
E0013920|brady cardia|bradycardia|
E0013920|brady-cardia|bradycardia|
E0013928|brady tachycardia|bradytachycardia|
E0013928|brady-tachycardia|bradytachycardia|
E0013941|brain oedema|brain edema|
E0013943|brainchild|brain-child|
E0013945|brainwash|brain-wash|
E0013946|brainwashing|brain-washing|
E0014009|breast-feed|breastfeed|
E0014013|breast-feeding|breast feeding|
E0014013|breastfeeding|breast feeding|
E0014032|bregmate|bregmatic|
E0014061|briar|brier|
E0014075|brimfull|brimful|
E0014080|brinksmanship|brinkmanship|
E0014090|breeches|britches|
E0014128|brominised|brominized|
E0014135|bromocriptine|bromocryptine|
E0014154|bronchostenosis|bronchiostenosis|
E0014160|broncho-alveolar|bronchoalveolar|
E0014163|broncho-constriction|bronchoconstriction|
E0014168|broncho-esophageal|bronchoesophageal|
E0014168|broncho-oesophageal|bronchoesophageal|
E0014168|bronchooesophageal|bronchoesophageal|
E0014169|bronchiogenic|bronchogenic|
E0014179|broncho-pleural|bronchopleural|
E0014181|broncho-pneumonia|bronchopneumonia|
E0014184|broncho-pulmonary|bronchopulmonary|
E0014185|broncho-pulmonary dysplasia|bronchopulmonary dysplasia|
E0014201|bronzed diabetes|bronze diabetes|
E0014223|brown oedema|brown edema|
E0014250|brutalise|brutalize|
E0014317|bufotenine|bufotenin|
E0014327|build up|buildup|
E0014338|bulbokapnin|bulbocapnine|
E0014350|bulimic|bulimiac|
E0014351|bulimic|bulimiac|
E0014376|bumethanide|bumetanide|
E0014430|burnoose|burnouse|
E0014430|burnous|burnouse|
E0014498|butylatedhydroxytoluene|butylated hydroxytoluene|
E0014515|butylmethyl ketone|butyl methyl ketone|
E0014544|by-pass|bypass|
E0014545|by-pass|bypass|
E0014546|by-product|byproduct|
